# data from ifeffit
#------------------------
#   r          chir_mag          chir_mag          chir_re          chir_re
  7.0256320       0.34021689       0.12087211E-02  -0.33327769      -0.10242304E-02
  7.0563116       0.41444249       0.12342476E-02  -0.37464185      -0.80435232E-03
  7.0869912       0.49593478       0.12465686E-02  -0.25319362      -0.50991358E-03
  7.1176709       0.57951560       0.12443045E-02   0.16915566E-01  -0.17801976E-03
  7.1483505       0.66071109       0.12271456E-02   0.36220042       0.14280284E-03
  7.1790301       0.73493652       0.12061539E-02   0.66326888       0.40953431E-03
  7.2097097       0.79742164       0.12085296E-02   0.79353806       0.61910353E-03
  7.2403893       0.84358582       0.12720078E-02   0.67493438       0.82251633E-03
  7.2710689       0.86961599       0.14254708E-02   0.32426863       0.10973563E-02
  7.3017486       0.87304912       0.16692934E-02  -0.14124480       0.14869100E-02
  7.3324282       0.85322340       0.19753924E-02  -0.55214129       0.19376475E-02
  7.3631078       0.81153264       0.22999930E-02  -0.76697189       0.22814751E-02
  7.3937874       0.75148573       0.25947008E-02  -0.73818800       0.23001506E-02
  7.4244670       0.67862050       0.28154920E-02  -0.52356364       0.18564788E-02
  7.4551466       0.60032281       0.29326812E-02  -0.23908639       0.10049587E-02
  7.4858262       0.52549055       0.29411407E-02   0.11582158E-01  -0.19814272E-04
  7.5165059       0.46363745       0.28664372E-02   0.18360920      -0.94851199E-03
  7.5471855       0.42258055       0.27595171E-02   0.28871591      -0.16394707E-02
  7.5778651       0.40468352       0.26726063E-02   0.35728164      -0.21121330E-02
  7.6085447       0.40485915       0.26229985E-02   0.40070168      -0.24292162E-02
  7.6392243       0.41353676       0.25765842E-02   0.40223125      -0.25648503E-02
  7.6699039       0.42159989       0.24729411E-02   0.33721036      -0.24130680E-02
  7.7005836       0.42298193       0.22677539E-02   0.20094215      -0.19322096E-02
  7.7312632       0.41481708       0.19600315E-02   0.20903247E-01  -0.12566604E-02
  7.7619428       0.39665483       0.15961593E-02  -0.15397210      -0.63095986E-03
  7.7926224       0.36957533       0.12523188E-02  -0.27667472      -0.21928569E-03
  7.8233020       0.33546332       0.98954607E-03  -0.32203501       0.61644158E-05
  7.8539816       0.29651068       0.79372218E-03  -0.29333469       0.17287739E-03
  7.8846612       0.25495985       0.58494252E-03  -0.21575935       0.31639585E-03
  7.9153409       0.21304322       0.32578851E-03  -0.12284118       0.31297584E-03
  7.9460205       0.17300705       0.29791011E-03  -0.42804815E-01   0.22962429E-04
  7.9767001       0.13705584       0.66932640E-03   0.10013365E-01  -0.51320783E-03
  8.0073797       0.10703603       0.10695735E-02   0.35969433E-01  -0.10545377E-02
  8.0380593       0.83785881E-01   0.13942516E-02   0.43925619E-01  -0.13498905E-02
  8.0687389       0.66622958E-01   0.16217471E-02   0.42872198E-01  -0.13351787E-02
  8.0994186       0.54361969E-01   0.17918412E-02   0.37700747E-01  -0.11243197E-02
  8.1300982       0.48726628E-01   0.19784061E-02   0.31844449E-01  -0.81793349E-03
  8.1607778       0.55697637E-01   0.22232215E-02   0.32564314E-01  -0.36513110E-03
  8.1914574       0.76943806E-01   0.24901730E-02   0.50790840E-01   0.34789887E-03
  8.2221370       0.10773189       0.26935693E-02   0.91703682E-01   0.12773577E-02
  8.2528166       0.14350945       0.27549978E-02   0.14231044       0.21312055E-02
  8.2834963       0.18119830       0.26381577E-02   0.16899048       0.25394007E-02
  8.3141759       0.21873230       0.23569869E-02   0.13329836       0.23315400E-02
  8.3448555       0.25476538       0.19649119E-02   0.19820988E-01   0.16509118E-02
  8.3755351       0.28841072       0.15322180E-02  -0.14305744       0.81205078E-03
  8.4062147       0.31893878       0.11227898E-02  -0.28791866       0.74600757E-04
  8.4368943       0.34551812       0.79597925E-03  -0.34083178      -0.43986807E-03
  8.4675739       0.36711830       0.66434834E-03  -0.26340211      -0.66367895E-03
  8.4982536       0.38263145       0.82912600E-03  -0.77313650E-01  -0.51080291E-03
  8.5289332       0.39117018       0.11540589E-02   0.14516405       0.44836599E-04
  8.5596128       0.39242842       0.14713263E-02   0.31863387       0.83034423E-03
  8.5902924       0.38697419       0.16775556E-02   0.38588568       0.14894084E-02
  8.6209720       0.37636157       0.17175061E-02   0.33850721       0.17162931E-02
  8.6516516       0.36297760       0.15925913E-02   0.20866547       0.15051944E-02
  8.6823313       0.34957925       0.13790975E-02   0.43861470E-01   0.11478597E-02
  8.7130109       0.33856707       0.12356094E-02  -0.11514750       0.95272442E-03
  8.7436905       0.33122533       0.13028783E-02  -0.24098058       0.95451257E-03
  8.7743701       0.32731861       0.15163490E-02  -0.31421626       0.90556961E-03
  8.8050497       0.32530539       0.17056393E-02  -0.31881835       0.55291447E-03
