# data from ifeffit
#------------------------
#   energy    f1
  10818.104      -0.62435970
  10819.104      -0.62367848
  10820.104      -0.62316144
  10821.104      -0.62247419
  10822.104      -0.62195217
  10823.104      -0.62126120
  10824.104      -0.62073583
  10825.104      -0.62004220
  10826.104      -0.61951394
  10827.104      -0.61881730
  10828.104      -0.61828523
  10829.104      -0.61758499
  10830.104      -0.61704941
  10831.104      -0.61634667
  10832.104      -0.61580930
  10833.104      -0.61510645
  10834.104      -0.61457055
  10835.104      -0.61387227
  10836.104      -0.61334427
  10837.104      -0.61265714
  10838.104      -0.61214186
  10839.104      -0.61146895
  10840.104      -0.61096829
  10841.104      -0.61031056
  10842.104      -0.60982460
  10843.104      -0.60918102
  10844.104      -0.60870730
  10845.104      -0.60807451
  10846.104      -0.60761006
  10847.104      -0.60698599
  10848.104      -0.60652932
  10849.104      -0.60591282
  10850.104      -0.60546304
  10851.104      -0.60485347
  10852.104      -0.60441033
  10853.104      -0.60380782
  10854.104      -0.60337131
  10855.104      -0.60277525
  10856.104      -0.60234416
  10857.104      -0.60175284
  10858.104      -0.60132496
  10859.104      -0.60073557
  10860.104      -0.60030717
  10861.104      -0.59971467
  10862.104      -0.59927997
  10863.104      -0.59867922
  10864.104      -0.59823416
  10865.104      -0.59762173
  10866.104      -0.59716315
  10867.104      -0.59653588
  10868.104      -0.59606024
  10869.104      -0.59541342
  10870.104      -0.59491485
  10871.104      -0.59424378
  10872.104      -0.59372078
  10873.104      -0.59302701
  10874.104      -0.59248368
  10875.104      -0.59177403
  10876.104      -0.59122052
  10877.104      -0.59051064
  10878.104      -0.58997055
  10879.104      -0.58928700
  10880.104      -0.58878043
  10881.104      -0.58813442
  10882.104      -0.58766614
  10883.104      -0.58705738
  10884.104      -0.58662211
  10885.104      -0.58603928
  10886.104      -0.58561642
  10887.104      -0.58502914
  10888.104      -0.58458826
  10889.104      -0.58397543
  10890.104      -0.58350403
  10891.104      -0.58285866
  10892.104      -0.58235418
  10893.104      -0.58167796
  10894.104      -0.58114737
  10895.104      -0.58045420
  10896.104      -0.57991556
  10897.104      -0.57922120
  10898.104      -0.57868578
  10899.104      -0.57799879
  10900.104      -0.57747373
  10901.104      -0.57680042
  10902.104      -0.57629175
  10903.104      -0.57563859
  10904.104      -0.57515340
  10905.104      -0.57452654
  10906.104      -0.57406848
  10907.104      -0.57346917
  10908.104      -0.57303755
  10909.104      -0.57246319
  10910.104      -0.57205333
  10911.104      -0.57149628
  10912.104      -0.57109614
  10913.104      -0.57054148
  10914.104      -0.57013790
  10915.104      -0.56957632
  10916.104      -0.56916264
  10917.104      -0.56858907
  10918.104      -0.56816143
  10919.104      -0.56757297
  10920.104      -0.56712929
  10921.104      -0.56652461
  10922.104      -0.56606434
  10923.104      -0.56544378
  10924.104      -0.56496824
  10925.104      -0.56433416
  10926.104      -0.56384684
  10927.104      -0.56320418
  10928.104      -0.56271223
  10929.104      -0.56207191
  10930.104      -0.56158974
  10931.104      -0.56096496
  10932.104      -0.56050087
  10933.104      -0.55989566
  10934.104      -0.55945064
  10935.104      -0.55886318
  10936.104      -0.55843236
  10937.104      -0.55785329
  10938.104      -0.55742096
  10939.104      -0.55683168
  10940.104      -0.55638343
  10941.104      -0.55577579
  10942.104      -0.55530793
  10943.104      -0.55468161
  10944.104      -0.55419703
  10945.104      -0.55355871
  10946.104      -0.55306995
  10947.104      -0.55243870
  10948.104      -0.55196528
  10949.104      -0.55135454
  10950.104      -0.55090391
  10951.104      -0.55031716
  10952.104      -0.54988959
  10953.104      -0.54932392
  10954.104      -0.54891251
  10955.104      -0.54835516
  10956.104      -0.54794216
  10957.104      -0.54737659
  10958.104      -0.54695083
  10959.104      -0.54637011
  10960.104      -0.54592731
  10961.104      -0.54532926
  10962.104      -0.54486925
  10963.104      -0.54425612
  10964.104      -0.54378405
  10965.104      -0.54316262
  10966.104      -0.54268454
  10967.104      -0.54205956
  10968.104      -0.54157961
  10969.104      -0.54095512
  10970.104      -0.54047761
  10971.104      -0.53985855
  10972.104      -0.53938991
  10973.104      -0.53878471
  10974.104      -0.53833318
  10975.104      -0.53774723
  10976.104      -0.53731523
  10977.104      -0.53674874
  10978.104      -0.53633450
  10979.104      -0.53578356
  10980.104      -0.53538029
  10981.104      -0.53483353
  10982.104      -0.53442577
  10983.104      -0.53386890
  10984.104      -0.53344739
  10985.104      -0.53287537
  10986.104      -0.53243792
  10987.104      -0.53185108
  10988.104      -0.53140066
  10989.104      -0.53080562
  10990.104      -0.53035407
  10991.104      -0.52976578
  10992.104      -0.52932540
  10993.104      -0.52875106
  10994.104      -0.52832533
  10995.104      -0.52776584
  10996.104      -0.52735324
  10997.104      -0.52680445
  10998.104      -0.52639701
  10999.104      -0.52584584
  11000.104      -0.52542852
  11001.104      -0.52486331
  11002.104      -0.52442892
  11003.104      -0.52384545
  11004.104      -0.52339186
  11005.104      -0.52278985
  11006.104      -0.52231868
  11007.104      -0.52170221
  11008.104      -0.52122033
  11009.104      -0.52059730
  11010.104      -0.52011152
  11011.104      -0.51948765
  11012.104      -0.51900334
  11013.104      -0.51838411
  11014.104      -0.51790727
  11015.104      -0.51729982
  11016.104      -0.51684006
  11017.104      -0.51625638
  11018.104      -0.51582441
  11019.104      -0.51527099
  11020.104      -0.51486952
  11021.104      -0.51434622
  11022.104      -0.51397244
  11023.104      -0.51347356
  11024.104      -0.51311775
  11025.104      -0.51262728
  11026.104      -0.51226848
  11027.104      -0.51176764
  11028.104      -0.51139358
  11029.104      -0.51087522
  11030.104      -0.51048222
  11031.104      -0.50994565
  11032.104      -0.50953603
  11033.104      -0.50898766
  11034.104      -0.50857362
  11035.104      -0.50802933
  11036.104      -0.50762431
  11037.104      -0.50709239
  11038.104      -0.50670100
  11039.104      -0.50618360
  11040.104      -0.50580588
  11041.104      -0.50530093
  11042.104      -0.50493199
  11043.104      -0.50443089
  11044.104      -0.50406010
  11045.104      -0.50355370
  11046.104      -0.50317449
  11047.104      -0.50265778
  11048.104      -0.50226592
  11049.104      -0.50173509
  11050.104      -0.50132681
  11051.104      -0.50077738
  11052.104      -0.50034681
  11053.104      -0.49977317
  11054.104      -0.49931779
  11055.104      -0.49872121
  11056.104      -0.49824553
  11057.104      -0.49763362
  11058.104      -0.49714891
  11059.104      -0.49653781
  11060.104      -0.49606886
  11061.104      -0.49549482
  11062.104      -0.49507942
  11063.104      -0.49456810
  11064.104      -0.49421827
  11065.104      -0.49377175
  11066.104      -0.49348116
  11067.104      -0.49308439
  11068.104      -0.49282718
  11069.104      -0.49243681
  11070.104      -0.49214888
  11071.104      -0.49169879
  11072.104      -0.49133382
  11073.104      -0.49079791
  11074.104      -0.49034338
  11075.104      -0.48972008
  11076.104      -0.48918504
  11077.104      -0.48849581
  11078.104      -0.48792017
  11079.104      -0.48722505
  11080.104      -0.48667099
  11081.104      -0.48601596
  11082.104      -0.48551434
  11083.104      -0.48492138
  11084.104      -0.48448798
  11085.104      -0.48396804
  11086.104      -0.48360969
  11087.104      -0.48316609
  11088.104      -0.48288276
  11089.104      -0.48251142
  11090.104      -0.48229411
  11091.104      -0.48198081
  11092.104      -0.48180959
  11093.104      -0.48152773
  11094.104      -0.48136737
  11095.104      -0.48106879
  11096.104      -0.48084741
  11097.104      -0.48043456
  11098.104      -0.48005926
  11099.104      -0.47947320
  11100.104      -0.47891684
  11101.104      -0.47815331
  11102.104      -0.47743196
  11103.104      -0.47652839
  11104.104      -0.47570689
  11105.104      -0.47477183
  11106.104      -0.47400346
  11107.104      -0.47318665
  11108.104      -0.47257411
  11109.104      -0.47193633
  11110.104      -0.47151294
  11111.104      -0.47106510
  11112.104      -0.47082017
  11113.104      -0.47052642
  11114.104      -0.47038704
  11115.104      -0.47013519
  11116.104      -0.46998641
  11117.104      -0.46969429
  11118.104      -0.46948401
  11119.104      -0.46911785
  11120.104      -0.46882595
  11121.104      -0.46837775
  11122.104      -0.46800924
  11123.104      -0.46750158
  11124.104      -0.46709715
  11125.104      -0.46657322
  11126.104      -0.46616370
  11127.104      -0.46564316
  11128.104      -0.46524193
  11129.104      -0.46473396
  11130.104      -0.46434685
  11131.104      -0.46385405
  11132.104      -0.46347989
  11133.104      -0.46299718
  11134.104      -0.46262961
  11135.104      -0.46215221
  11136.104      -0.46178805
  11137.104      -0.46131347
  11138.104      -0.46095045
  11139.104      -0.46047643
  11140.104      -0.46011206
  11141.104      -0.45963540
  11142.104      -0.45926554
  11143.104      -0.45878228
  11144.104      -0.45840439
  11145.104      -0.45791338
  11146.104      -0.45752735
  11147.104      -0.45702943
  11148.104      -0.45663704
  11149.104      -0.45613513
  11150.104      -0.45574108
  11151.104      -0.45524228
  11152.104      -0.45485438
  11153.104      -0.45436469
  11154.104      -0.45398677
  11155.104      -0.45350858
  11156.104      -0.45314197
  11157.104      -0.45267567
  11158.104      -0.45231976
  11159.104      -0.45186341
  11160.104      -0.45151454
  11161.104      -0.45106376
  11162.104      -0.45071845
  11163.104      -0.45027103
  11164.104      -0.44992785
  11165.104      -0.44948293
  11166.104      -0.44914151
  11167.104      -0.44869924
  11168.104      -0.44836054
  11169.104      -0.44792302
  11170.104      -0.44758953
  11171.104      -0.44715828
  11172.104      -0.44683007
  11173.104      -0.44640405
  11174.104      -0.44607912
  11175.104      -0.44565530
  11176.104      -0.44532938
  11177.104      -0.44490147
  11178.104      -0.44456501
  11179.104      -0.44412168
  11180.104      -0.44376553
  11181.104      -0.44330154
  11182.104      -0.44292341
  11183.104      -0.44243868
  11184.104      -0.44204052
  11185.104      -0.44153921
  11186.104      -0.44112812
  11187.104      -0.44062188
  11188.104      -0.44021336
  11189.104      -0.43971663
  11190.104      -0.43932073
  11191.104      -0.43884017
  11192.104      -0.43846140
  11193.104      -0.43799986
  11194.104      -0.43763956
  11195.104      -0.43719682
  11196.104      -0.43685276
  11197.104      -0.43642467
  11198.104      -0.43609226
  11199.104      -0.43567504
  11200.104      -0.43535104
  11201.104      -0.43494155
  11202.104      -0.43462265
  11203.104      -0.43421719
  11204.104      -0.43389893
  11205.104      -0.43349161
  11206.104      -0.43316628
  11207.104      -0.43274944
  11208.104      -0.43241153
  11209.104      -0.43198184
  11210.104      -0.43162947
  11211.104      -0.43118628
  11212.104      -0.43081994
  11213.104      -0.43036496
  11214.104      -0.42998795
  11215.104      -0.42952668
  11216.104      -0.42914562
  11217.104      -0.42868388
  11218.104      -0.42830331
  11219.104      -0.42784501
  11220.104      -0.42746857
  11221.104      -0.42701739
  11222.104      -0.42664900
  11223.104      -0.42620967
  11224.104      -0.42585555
  11225.104      -0.42543501
  11226.104      -0.42510041
  11227.104      -0.42470131
  11228.104      -0.42438676
  11229.104      -0.42400797
  11230.104      -0.42371063
  11231.104      -0.42334746
  11232.104      -0.42306000
  11233.104      -0.42270091
  11234.104      -0.42240788
  11235.104      -0.42203837
  11236.104      -0.42172981
  11237.104      -0.42134377
  11238.104      -0.42101598
  11239.104      -0.42061174
  11240.104      -0.42026492
  11241.104      -0.41984478
  11242.104      -0.41948404
  11243.104      -0.41905645
  11244.104      -0.41869108
  11245.104      -0.41826350
  11246.104      -0.41789906
  11247.104      -0.41747617
  11248.104      -0.41711685
  11249.104      -0.41670277
  11250.104      -0.41635280
  11251.104      -0.41595256
  11252.104      -0.41561841
  11253.104      -0.41523895
  11254.104      -0.41492545
  11255.104      -0.41456874
  11256.104      -0.41427546
  11257.104      -0.41393913
  11258.104      -0.41366154
  11259.104      -0.41333868
  11260.104      -0.41306610
  11261.104      -0.41274011
  11262.104      -0.41245154
  11263.104      -0.41210436
  11264.104      -0.41178855
  11265.104      -0.41141433
  11266.104      -0.41106914
  11267.104      -0.41066918
  11268.104      -0.41029931
  11269.104      -0.40988272
  11270.104      -0.40950402
  11271.104      -0.40909439
  11272.104      -0.40873074
  11273.104      -0.40834479
  11274.104      -0.40800578
  11275.104      -0.40764855
  11276.104      -0.40733543
  11277.104      -0.40700472
  11278.104      -0.40671120
  11279.104      -0.40639494
  11280.104      -0.40610070
  11281.104      -0.40577530
  11282.104      -0.40546198
  11283.104      -0.40511681
  11284.104      -0.40477892
  11285.104      -0.40441247
  11286.104      -0.40405185
  11287.104      -0.40366987
  11288.104      -0.40329707
  11289.104      -0.40291803
  11290.104      -0.40255790
  11291.104      -0.40220460
  11292.104      -0.40187159
  11293.104      -0.40155210
  11294.104      -0.40124968
  11295.104      -0.40096390
  11296.104      -0.40068790
  11297.104      -0.40042738
  11298.104      -0.40016208
  11299.104      -0.39990284
  11300.104      -0.39962265
  11301.104      -0.39934672
  11302.104      -0.39904110
  11303.104      -0.39874334
  11304.104      -0.39841080
  11305.104      -0.39809381
  11306.104      -0.39774065
  11307.104      -0.39741678
  11308.104      -0.39706345
  11309.104      -0.39675891
  11310.104      -0.39642724
  11311.104      -0.39615614
  11312.104      -0.39585385
  11313.104      -0.39562037
  11314.104      -0.39534763
  11315.104      -0.39514895
  11316.104      -0.39489816
  11317.104      -0.39472091
  11318.104      -0.39447101
  11319.104      -0.39429431
  11320.104      -0.39402991
  11321.104      -0.39384502
  11322.104      -0.39356022
  11323.104      -0.39336494
  11324.104      -0.39305910
  11325.104      -0.39285641
  11326.104      -0.39253482
  11327.104      -0.39233581
  11328.104      -0.39201107
  11329.104      -0.39182804
  11330.104      -0.39150768
  11331.104      -0.39134761
  11332.104      -0.39103570
  11333.104      -0.39090373
  11334.104      -0.39060270
  11335.104      -0.39050299
  11336.104      -0.39021416
  11337.104      -0.39015036
  11338.104      -0.38987407
  11339.104      -0.38984947
  11340.104      -0.38958503
  11341.104      -0.38960270
  11342.104      -0.38934828
  11343.104      -0.38941104
  11344.104      -0.38916316
  11345.104      -0.38927292
  11346.104      -0.38902418
  11347.104      -0.38918162
  11348.104      -0.38892527
  11349.104      -0.38913846
  11350.104      -0.38887193
  11351.104      -0.38915688
  11352.104      -0.38887997
  11353.104      -0.38926290
  11354.104      -0.38897788
  11355.104      -0.38950217
  11356.104      -0.38921532
  11357.104      -0.38995258
  11358.104      -0.38966861
  11359.104      -0.39074342
  11360.104      -0.39046493
  11361.104      -0.39214677
  11362.104      -0.39187647
  11363.104      -0.39497485
  11364.104      -0.39473175
  11365.104      -0.40509339
